"movieId","title","genres"
2717,"World Is Not Enough, The (1999)","Action|Thriller"
2721,"All About My Mother (Todo sobre mi madre) (1999)","Comedy|Drama"
2722,"Home Page (1999)","Documentary"
2725,"Living Dead Girl, The (La Morte Vivante) (1982)","Horror"
2727,"March of the Wooden Soldiers (a.k.a. Babes in Toyland) (1934)","Comedy"
2728,"Scrooged (1988)","Comedy|Fantasy|Romance"
2729,"Harvey (1950)","Comedy"
2731,"Bicycle Thief, The (Ladri di biciclette) (1948)","Drama"
2738,"Matewan (1987)","Drama"
2739,"Kagemusha (1980)","Drama|War"
2740,"Chushingura (1962)","Drama"
2741,"McCabe & Mrs. Miller (1971)","Drama|Western"
2742,"Maurice (1987)","Drama|Romance"
2745,"Grapes of Wrath, The (1940)","Drama"
2748,"My Man Godfrey (1957)","Comedy"
2749,"Shop Around the Corner, The (1940)","Comedy|Drama|Romance"
2752,"Natural, The (1984)","Drama"
2754,"Shampoo (1975)","Comedy|Romance"
2760,"River Runs Through It, A (1992)","Drama"
2763,"Fatal Attraction (1987)","Drama|Thriller"
2765,"Jagged Edge (1985)","Thriller"
2767,"Stanley & Iris (1990)","Drama|Romance"
2772,"Midnight Run (1988)","Action|Adventure|Comedy|Crime"
2778,"Awakenings (1990)","Drama|Mystery"
2780,"Come See the Paradise (1990)","Drama|Romance"
2782,"Backdraft (1991)","Action|Drama"
2784,"Fisher King, The (1991)","Comedy|Drama|Fantasy|Romance"
2787,"River, The (1984)","Drama"
2790,"Country (1984)","Drama"
2795,"Places in the Heart (1984)","Drama"
2799,"'night Mother (1986)","Drama"
2801,"End of Days (1999)","Action|Thriller"
2802,"Toy Story 2 (1999)","Adventure|Animation|Children|Comedy|Fantasy"
2804,"Flawless (1999)","Drama"
2807,"Miss Julie (1999)","Drama"
2810,"Ride with the Devil (1999)","Drama|Romance|War"
2811,"Tumbleweeds (1999)","Drama"
2814,"Bay of Blood (a.k.a. Twitch Of The Death Nerve) (Reazione a catena) (1971)","Horror"
2817,"Distinguished Gentleman, The (1992)","Comedy"
2818,"Hitch-Hiker, The (1953)","Film-Noir"
2819,"Santa Fe Trail (1940)","Drama|Romance|Western"
2823,"Lauderdale (a.k.a. Spring Break USA) (a.k.a. Spring Fever USA) (1989)","Comedy"
2824,"Agnes Browne (1999)","Comedy|Drama"
2826,"End of the Affair, The (1999)","Drama"
2829,"End of the Affair, The (1955)","Drama"
2832,"Holy Smoke (1999)","Comedy|Drama"
2834,"Map of the World, A (1999)","Drama"
2835,"Sweet and Lowdown (1999)","Comedy|Drama"
2837,"Bonfire of the Vanities (1990)","Comedy|Crime|Drama"
2839,"Broadway Damage (1997)","Comedy"
2840,"Daddy Long Legs (1919)","Comedy|Drama"
2841,"Go West (1925)","Comedy|Western"
2842,"Grand Illusion (Grande illusion, La) (1937)","Drama|War"
2845,"Great Santini, The (1979)","Drama"
2847,"James Dean Story, The (1957)","Documentary"
2851,"Sea Wolves, The (1980)","Action|War"
2852,"Stealing Home (1988)","Drama"
2853,"Tarzan the Fearless (1933)","Action|Adventure"
2855,"Three Ages, The (1923)","Comedy"
2857,"Two Jakes, The (1990)","Drama"
2859,"U2: Rattle and Hum (1988)","Documentary|Musical"
2865,"Hell in the Pacific (1968)","Drama|War"
2870,"Glass Bottom Boat, The (1966)","Comedy|Romance"
2873,"Cradle Will Rock (1999)","Drama"
2874,"Deuce Bigalow: Male Gigolo (1999)","Comedy"
2876,"Green Mile, The (1999)","Crime|Drama|Fantasy"
2877,"Cider House Rules, The (1999)","Drama"
2879,"Diamonds (1999)","Mystery"
2882,"War Zone, The (1999)","Drama|Thriller"
2883,"Bat Whispers, The (1930)","Crime|Drama|Mystery"
2884,"Last Picture Show, The (1971)","Drama"
2887,"7th Voyage of Sinbad, The (1958)","Action|Adventure|Fantasy"
2888,"Blood on the Sun (1945)","Drama|War"
2891,"Anna and the King (1999)","Drama|Romance"
2894,"Bicentennial Man (1999)","Drama|Romance|Sci-Fi"
2895,"Stuart Little (1999)","Children|Comedy|Fantasy"
2897,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)","Drama"
2900,"Fantasia 2000 (1999)","Animation|Children|IMAX|Musical"
2905,"Magnolia (1999)","Drama"
2908,"Onegin (1999)","Drama|Romance"
2912,"Simpatico (1999)","Comedy|Drama"
2914,"Topsy-Turvy (1999)","Drama"
2915,"Alley Cats, The (1966)","Drama"
2916,"Boiling Point (1993)","Action|Drama"
2918,"Brenda Starr (1989)","Adventure"
2920,"Carnal Knowledge (1971)","Comedy|Drama"
2921,"Easy Rider (1969)","Adventure|Drama"
2927,"Falcon and the Snowman, The (1985)","Drama|Thriller"
2933,"Hi-Yo Silver (1940)","Western"
2937,"Room at the Top (1959)","Drama"
2938,"Ulysses (Ulisse) (1954)","Adventure"
2940,"Any Given Sunday (1999)","Drama"
2942,"Man on the Moon (1999)","Comedy|Drama"
2945,"Galaxy Quest (1999)","Adventure|Comedy|Sci-Fi"
2947,"Talented Mr. Ripley, The (1999)","Drama|Mystery|Thriller"
2948,"Next Friday (2000)","Comedy"
2950,"Hurricane, The (1999)","Drama"
2952,"Angela's Ashes (1999)","Drama"
2954,"Play it to the Bone (1999)","Comedy|Drama"
2957,"Titus (1999)","Drama"
2958,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)","Documentary"
2959,"Third Miracle, The (1999)","Drama"
2960,"Montana (1998)","Action|Comedy|Crime|Drama"
2961,"Snow Falling on Cedars (1999)","Drama"
2963,"Girl, Interrupted (1999)","Drama"
2965,"Trans (1998)","Drama"
2967,"Life and Times of Hank Greenberg, The (1998)","Documentary"
2968,"My Dog Skip (1999)","Children|Drama"
2970,"Supernova (2000)","Adventure|Sci-Fi|Thriller"
2974,"Quarry, The (1998)","Drama"
2975,"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)","Drama"
2977,"Creature (1999)","Documentary"
2980,"Way We Were, The (1973)","Drama|Romance"
2981,"Tess of the Storm Country (1922)","Drama"
2985,"Stalag 17 (1953)","Drama|War"
2986,"Presidio, The (1988)","Action|Crime|Mystery|Thriller"
2988,"Papillon (1973)","Drama"
2989,"Pal Joey (1957)","Comedy|Musical|Romance"
2993,"Last Detail, The (1973)","Comedy|Drama"
2996,"Five Easy Pieces (1970)","Drama"
3002,"Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971)","Drama|Horror"
3006,"Dead Calm (1989)","Thriller"
3008,"Boys from Brazil, The (1978)","Action|Thriller"
3010,"Black Sunday (Maschera del demonio, La) (1960)","Horror"
3013,"Against All Odds (1984)","Romance"
3016,"Snows of Kilimanjaro, The (1952)","Adventure"
3020,"Loaded Weapon 1 (1993)","Action|Comedy"
3024,"Loves of Carmen, The (1948)","Drama"
3027,"Fast Times at Ridgemont High (1982)","Comedy|Drama|Romance"
3029,"Cry in the Dark, A (1988)","Drama"
3031,"Born to Win (1971)","Drama"
3037,"Batman: Mask of the Phantasm (1993)","Animation|Children"
3039,"American Flyers (1985)","Drama"
3042,"Voyage of the Damned (1976)","Drama"
3047,"Vampyros Lesbos (Las Vampiras) (1971)","Fantasy|Horror|Thriller"
3051,"Star Is Born, A (1937)","Drama"
3055,"Poison (1991)","Drama"
3056,"Pacific Heights (1990)","Thriller"
3058,"Night Tide (1961)","Drama"
3059,"Draughtsman's Contract, The (1982)","Drama"
3062,"Carmen (1984)","Drama"
3063,"Zed & Two Noughts, A (1985)","Drama"
3066,"Woman in the Dunes (Suna no onna) (1964)","Drama"
3067,"Down to You (2000)","Comedy|Romance"
3068,"Hellhounds on My Trail (1999)","Documentary"
3070,"Not Love, Just Frenzy (Más que amor, frenesí) (1996)","Comedy|Drama|Thriller"
3071,"Wirey Spindell (2000)","Comedy"
3074,"Another Man's Poison (1952)","Crime|Drama"
3079,"Odessa File, The (1974)","Thriller"
3082,"Saphead, The (1920)","Comedy"
3086,"Seven Chances (1925)","Comedy"
3089,"Smashing Time (1967)","Comedy"
3092,"Train Ride to Hollywood (1978)","Comedy"
3097,"Where the Buffalo Roam (1980)","Comedy"
3100,"Zachariah (1971)","Western"
3103,"Kestrel's Eye (Falkens öga) (1998)","Documentary"
3106,"Eye of the Beholder (1999)","Thriller"
3112,"Isn't She Great? (2000)","Comedy"
3116,"Big Tease, The (1999)","Comedy"
3117,"Cup, The (Phörpa) (1999)","Comedy"
3118,"Santitos (1999)","Comedy"
3119,"Encino Man (1992)","Comedy"
3120,"Goodbye Girl, The (1977)","Comedy|Romance"
3122,"I Am Cuba (Soy Cuba/Ya Kuba) (1964)","Drama"
3124,"Malcolm X (1992)","Drama"
3127,"Sister Act (1992)","Comedy|Crime|Musical"
3128,"Sister Act 2: Back in the Habit (1993)","Comedy"
3129,"Hand That Rocks the Cradle, The (1992)","Drama|Thriller"
3131,"Alive (1993)","Drama"
3132,"Agnes of God (1985)","Drama|Mystery"
3133,"Scent of a Woman (1992)","Drama"
3135,"Wayne's World (1992)","Comedy"
3136,"Wayne's World 2 (1993)","Comedy"
3137,"League of Their Own, A (1992)","Comedy|Drama"
3138,"Patriot Games (1992)","Action|Thriller"
3139,"Bodyguard, The (1992)","Drama|Romance|Thriller"
3140,"Death Becomes Her (1992)","Comedy|Fantasy"
3145,"Far and Away (1992)","Adventure|Drama|Romance"
3151,"Howards End (1992)","Drama"
3155,"Singles (1992)","Comedy|Drama|Romance"
3157,"Twin Peaks: Fire Walk with Me (1992)","Drama|Mystery"
3161,"White Men Can't Jump (1992)","Comedy|Drama"
3163,"Buffy the Vampire Slayer (1992)","Action|Comedy|Horror"
3166,"Hard-Boiled (Lat sau san taam) (1992)","Action|Crime|Drama|Thriller"
3168,"Man Bites Dog (C'est arrivé près de chez vous) (1992)","Comedy|Crime|Drama|Thriller"
3171,"Mariachi, El (1992)","Action|Crime|Thriller|Western"
3174,"Stop! Or My Mom Will Shoot (1992)","Action|Comedy"
3175,"Forever Young (1992)","Adventure|Drama|Romance|Sci-Fi"
3177,"Cutting Edge, The (1992)","Comedy|Drama|Romance"
3178,"Of Mice and Men (1992)","Drama"
3179,"Bad Lieutenant (1992)","Crime|Drama"
3181,"Scream 3 (2000)","Comedy|Horror|Thriller"
3182,"Single White Female (1992)","Drama|Thriller"
3184,"Boondock Saints, The (2000)","Action|Comedy|Crime|Drama|Thriller"
3185,"Gun Shy (2000)","Comedy"
3186,"Beloved/Friend (a.k.a. Amigo/Amado) (Amic/Amat) (1999)","Drama"
3188,"Gendernauts (1999)","Documentary"
3190,"Knockout (1999)","Action|Adventure"
3193,"Baby, The (1973)","Horror"
3194,"Brandon Teena Story, The (1998)","Documentary"
3195,"Different for Girls (1996)","Comedy"
3197,"Minnie and Moskowitz (1971)","Action"
3198,"They Might Be Giants (1971)","Comedy|Romance"
3200,"Beach, The (2000)","Adventure|Drama"
3202,"Snow Day (2000)","Comedy"
3204,"Tigger Movie, The (2000)","Animation|Children"
3206,"Cotton Mary (1999)","Drama"
3208,"Not One Less (Yi ge dou bu neng shao) (1999)","Drama"
3211,"Soft Toilet Seats (1999)","Comedy"
3212,"Trois (2000)","Thriller"
3213,"Big Combo, The (1955)","Film-Noir"
3214,"Conceiving Ada (1997)","Drama|Sci-Fi"
3215,"Eaten Alive (1976)","Horror"
3216,"Raining Stones (1993)","Drama"
3218,"To Sir with Love (1967)","Drama"
3220,"With Byrd at the South Pole (1930)","Documentary"
3221,"Boiler Room (2000)","Crime|Drama|Thriller"
3223,"Hanging Up (2000)","Comedy|Drama"
3227,"Pitch Black (2000)","Horror|Sci-Fi|Thriller"
3230,"Whole Nine Yards, The (2000)","Comedy|Crime"
3231,"Beautiful People (1999)","Comedy"
3232,"Black Tar Heroin: The Dark End of the Street (2000)","Documentary"
3234,"Blue Collar (1978)","Crime|Drama"
3235,"Bluebeard (1944)","Film-Noir|Horror"
3236,"Circus, The (1928)","Comedy"
3237,"City Lights (1931)","Comedy|Drama|Romance"
3239,"Flamingo Kid, The (1984)","Comedy|Drama"
3241,"Dog's Life, A (1918)","Comedy"
3243,"Kid, The (1921)","Comedy|Drama"
3244,"Man from Laramie, The (1955)","Western"
3247,"McCullochs, The (1975)","Drama"
3250,"Class Reunion (1982)","Comedy"
3255,"Big Trees, The (1952)","Action|Drama"
3260,"Happy Go Lovely (1951)","Musical"
3265,"Reindeer Games (2000)","Action|Thriller"
3271,"Wonder Boys (2000)","Comedy|Drama"
3273,"Deterrence (1999)","Drama|Thriller"
3275,"Judy Berlin (1999)","Drama"
3279,"Mifune's Last Song (Mifunes sidste sang) (1999)","Comedy|Drama|Romance"
3280,"Waiting Game, The (2000)","Comedy"
3281,"3 Strikes (2000)","Comedy"
3282,"Chain of Fools (2000)","Comedy|Crime"
3284,"Drowning Mona (2000)","Comedy"
3285,"Next Best Thing, The (2000)","Comedy|Drama"
3286,"What Planet Are You From? (2000)","Comedy|Sci-Fi"
3288,"Beyond the Mat (1999)","Documentary"
3289,"Ghost Dog: The Way of the Samurai (1999)","Crime|Drama"
3291,"Year My Voice Broke, The (1987)","Drama"
3294,"Splendor in the Grass (1961)","Drama|Romance"
3295,"My Tutor (1983)","Drama"
3297,"Legend of Lobo, The (1962)","Adventure|Children"
3299,"Killing of Sister George, The (1968)","Drama"
3300,"Key Largo (1948)","Crime|Drama|Film-Noir|Thriller"
3302,"Jail Bait (1954)","Crime|Drama"
3304,"It Happened Here (1966)","Drama|Fantasy|War"
3305,"I'll Never Forget What's'isname (1967)","Comedy|Drama"
3306,"For All Mankind (1989)","Documentary"
3307,"Cross of Iron (1977)","War"
3309,"Bride of the Monster (1955)","Horror|Sci-Fi"
3310,"Born Yesterday (1950)","Comedy"
3312,"Birdy (1984)","Drama|War"
3314,"And God Created Woman (1988)","Comedy|Drama|Romance"
3316,"Blood Feast (1963)","Horror"
3317,"Charlie, the Lonesome Cougar (1967)","Adventure|Children"
3320,"Color Me Blood Red (1965)","Horror"
3321,"Never Cry Wolf (1983)","Adventure|Drama"
3322,"Night Visitor, The (1970)","Crime|Thriller"
3323,"Perils of Pauline, The (1947)","Comedy"
3328,"Raisin in the Sun, A (1961)","Drama"
3329,"Two Thousand Maniacs! (1964)","Horror"
3330,"Brown's Requiem (1998)","Drama"
3331,"Closer You Get, The (2000)","Comedy|Romance"
3333,"Mission to Mars (2000)","Sci-Fi"
3334,"Ninth Gate, The (1999)","Fantasy|Horror|Mystery|Thriller"
3336,"Condo Painting (2000)","Documentary"
3338,"East-West (Est-ouest) (1999)","Drama|Romance"
3339,"Defending Your Life (1991)","Comedy|Romance"
3341,"Breaking Away (1979)","Comedy|Drama"
3344,"Hoosiers (1986)","Drama"
3347,"Bull Durham (1988)","Comedy|Drama|Romance"
3349,"Dog Day Afternoon (1975)","Comedy|Crime|Drama"
3352,"American Graffiti (1973)","Comedy|Drama"
3354,"Asphalt Jungle, The (1950)","Crime|Film-Noir"
3359,"Searchers, The (1956)","Drama|Western"
3362,"Devil's Brigade, The (1968)","War"
3367,"Big Country, The (1958)","Romance|Western"
3372,"Any Number Can Win (Mélodie en sous-sol ) (1963)","Crime"
3374,"Betrayed (1988)","Drama|Thriller"
3375,"Bound for Glory (1976)","Drama"
3376,"Bridge at Remagen, The (1969)","Action|War"
3379,"Buck and the Preacher (1972)","Western"
3380,"Daughters of the Dust (1991)","Drama"
3381,"Destination Moon (1950)","Sci-Fi"
3383,"Fantastic Night, The (La Nuit Fantastique) (1942)","Romance"
3384,"Hangmen Also Die (1943)","Drama|War"
3385,"Ogre, The (Der Unhold) (1996)","Drama"
3387,"On the Beach (1959)","Drama"
3390,"Railroaded! (1947)","Film-Noir"
3391,"Slaves to the Underground (1997)","Comedy|Drama"
3395,"Song of Freedom (1936)","Drama"
3399,"Big Fella (1937)","Drama|Musical"
3405,"Taking of Pelham One Two Three, The (1974)","Action|Crime"
3406,"Volunteers (1985)","Comedy"
3407,"JFK (1991)","Drama|Mystery|Thriller"
3408,"Who's Harry Crumb? (1989)","Comedy"
3409,"Harry and the Hendersons (1987)","Children|Comedy"
3411,"Let's Get Harry (1986)","Action|Adventure"
3414,"Shanghai Surprise (1986)","Adventure"
3417,"Who's That Girl? (1987)","Comedy"
3418,"She-Devil (1989)","Comedy"
3419,"Date with an Angel (1987)","Comedy|Fantasy|Romance"
3420,"Blind Date (1987)","Comedy|Romance"
3421,"Nadine (1987)","Comedy"
3422,"Muppet Movie, The (1979)","Children|Comedy|Musical"
3424,"Great Muppet Caper, The (1981)","Children|Comedy"
3425,"Muppets Take Manhattan, The (1984)","Children|Comedy|Musical"
3426,"Sesame Street Presents Follow That Bird (1985)","Children|Comedy"
3429,"We're Back! A Dinosaur's Story (1993)","Adventure|Animation|Children|Fantasy"
3431,"Baby... Secret of the Lost Legend (1985)","Adventure|Sci-Fi"
3433,"Turtle Diary (1985)","Drama"
3434,"Raise the Titanic (1980)","Drama|Thriller"
3435,"Titanic (1953)","Action|Drama"
3437,"Night to Remember, A (1958)","Action|Drama"
3438,"Captain Horatio Hornblower (1951)","Action|Adventure|Drama|War"
3441,"Carriers Are Waiting, The (Les Convoyeurs Attendent) (1999)","Comedy|Drama"
3443,"Erin Brockovich (2000)","Drama"
3444,"Final Destination (2000)","Drama|Thriller"
3446,"Soft Fruit (1999)","Comedy|Drama"
3447,"Babymother (1998)","Drama"
3448,"Bear, The (Ours, L') (1988)","Adventure|Children|Drama"
3450,"Impact (1949)","Crime|Drama"
3451,"Love Is a Many-Splendored Thing (1955)","Romance"
3454,"Mirror, The (Zerkalo) (1975)","Drama"
3461,"Crimson Pirate, The (1952)","Adventure|Comedy|Sci-Fi"
3464,"Thelma & Louise (1991)","Action|Adventure|Comedy|Crime|Drama|Romance"
3467,"Something for Everyone (1970)","Comedy|Crime"
3471,"...And Justice for All (1979)","Drama|Thriller"
3472,"Animal House (1978)","Comedy"
3473,"She's Gotta Have It (1986)","Comedy|Romance"
3474,"School Daze (1988)","Drama"
3475,"Do the Right Thing (1989)","Comedy|Drama"
3476,"Mo' Better Blues (1990)","Drama|Musical"
3477,"Jungle Fever (1991)","Drama|Romance"
3478,"Coogan's Bluff (1968)","Crime"
3480,"Champ, The (1979)","Drama"
3481,"Creature Comforts (1989)","Animation|Comedy"
3485,"Death Wish (1974)","Action|Crime|Drama"
3486,"Death Wish 2 (1982)","Action|Drama"
3488,"Death Wish 3 (1985)","Action|Drama"
3492,"Death Wish 4: The Crackdown (1987)","Action|Drama"
3498,"Death Wish V: The Face of Death (1994)","Action|Drama"
3499,"Double Indemnity (1944)","Crime|Drama|Film-Noir"
3502,"Dying Young (1991)","Drama|Romance"
3503,"Cool as Ice (1991)","Drama"
3504,"Teenage Mutant Ninja Turtles (1990)","Action|Children|Comedy|Fantasy|Sci-Fi"
3505,"Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991)","Action|Children|Fantasy"
3507,"Teenage Mutant Ninja Turtles III (1993)","Action|Children|Fantasy"
3509,"Red Dawn (1984)","Action|Drama|War"
3510,"Band of the Hand (1986)","Action"
3511,"Born American (1986)","Action|Drama|Thriller"
3513,"Bloodsport (1988)","Action"
3514,"Eyes of Laura Mars (1978)","Mystery|Thriller"
3515,"Funny Bones (1995)","Comedy|Drama"
3516,"Good Earth, The (1937)","Drama"
3518,"Good Morning, Vietnam (1987)","Comedy|Drama|War"
3520,"Good Mother, The (1988)","Drama"
3523,"Grumpy Old Men (1993)","Comedy"
3524,"Guess Who's Coming to Dinner (1967)","Drama"
3525,"Romeo Must Die (2000)","Action|Crime|Romance|Thriller"
3530,"Here on Earth (2000)","Drama|Romance"
3536,"Whatever It Takes (2000)","Comedy|Romance"
3539,"Buddy Boy (1999)","Drama|Thriller"
3540,"Color of Paradise, The (Rang-e khoda) (1999)","Drama"
3541,"Waking the Dead (2000)","Drama|Thriller"
3543,"Blood and Sand (Sangre y Arena) (1989)","Drama|Romance"
3545,"Gothic (1986)","Drama|Horror"
3547,"Hillbillys in a Haunted House (1967)","Comedy"
3549,"Lord of the Flies (1963)","Adventure|Drama|Horror|Thriller"
3550,"Modern Times (1936)","Comedy|Romance"
3552,"Last Resort (a.k.a. National Lampoon's Last Resort) (1994)","Comedy"
3553,"Solar Crisis (1990)","Sci-Fi|Thriller"
3557,"That's Life! (1986)","Drama"
3558,"Heart and Souls (1993)","Comedy|Fantasy"
3559,"Hud (1963)","Drama|Western"
3560,"Hustler, The (1961)","Drama"
3561,"Inherit the Wind (1960)","Drama"
3563,"Dersu Uzala (1975)","Adventure|Drama"
3564,"Close Encounters of the Third Kind (1977)","Adventure|Drama|Sci-Fi"
3565,"Horror Hotel (a.k.a. City of the Dead, The) (1960)","Horror|Thriller"
3566,"Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976)","Comedy"
3567,"Retroactive (1997)","Sci-Fi|Thriller"
3568,"Place in the Sun, A (1951)","Drama|Romance"
3569,"Jacob's Ladder (1990)","Drama|Fantasy|Horror|Mystery|Thriller"
3571,"Empire Records (1995)","Comedy|Drama"
3572,"Bamba, La (1987)","Drama"
3573,"Ladyhawke (1985)","Adventure|Fantasy|Romance"
3575,"Lucas (1986)","Drama|Romance"
3576,"High Fidelity (2000)","Comedy|Drama|Romance"
3577,"Road to El Dorado, The (2000)","Animation|Children"
3578,"Skulls, The (2000)","Thriller"
3579,"Autopsy (Macchie Solari) (1975)","Horror"
3580,"Devil Girl From Mars (1954)","Sci-Fi"
3581,"El Dorado (1967)","Western"
3582,"Hideous Sun Demon, The (1959)","Horror|Sci-Fi"
3583,"Hook (1991)","Adventure|Comedy|Fantasy"
3585,"Horror Express (1972)","Horror"
3586,"My Chauffeur (1986)","Comedy"
3587,"Son of the Sheik, The (1926)","Adventure|Drama"
3588,"Torso (I Corpi Presentano Tracce di Violenza Carnale) (1973)","Horror|Mystery|Thriller"
3589,"True Grit (1969)","Adventure|Western"
3590,"Roadside Prophets (1992)","Comedy|Drama"
3591,"Madame Sousatzka (1988)","Drama"
3592,"Max Dugan Returns (1983)","Comedy"
3593,"Midnight Express (1978)","Drama"
3594,"Misery (1990)","Drama|Horror|Thriller"
3597,"Mr. Saturday Night (1992)","Comedy|Drama"
3598,"Murphy's Romance (1985)","Comedy|Romance"
3600,"My Life (1993)","Drama"
3601,"Solaris (Solyaris) (1972)","Drama|Mystery|Sci-Fi"
3602,"Network (1976)","Comedy|Drama"
3603,"No Way Out (1987)","Drama|Mystery|Thriller"
3604,"North Dallas Forty (1979)","Comedy|Drama"
3605,"Odd Couple, The (1968)","Comedy|Drama"
3606,"Outlaw Josey Wales, The (1976)","Action|Adventure|Drama|Western"
3607,"Black and White (1999)","Drama"
3609,"Frequency (2000)","Drama|Thriller"
3610,"Ready to Rumble (2000)","Comedy"
3611,"Return to Me (2000)","Drama|Romance"
3612,"Rules of Engagement (2000)","Drama|Thriller"
3613,"Joe Gould's Secret (2000)","Drama"
3614,"Me Myself I (2000)","Comedy|Romance"
3615,"Bell, Book and Candle (1958)","Comedy|Fantasy|Romance"
3616,"Bells, The (1926)","Crime|Drama"
3617,"End of Violence, The (1997)","Drama|Thriller"
3618,"Force 10 from Navarone (1978)","Action|War"
3620,"How to Stuff a Wild Bikini (1965)","Comedy"
3621,"Mystery Train (1989)","Comedy|Drama"
3622,"Sacco and Vanzetti (Sacco e Vanzetti) (1971)","Drama"
3623,"Taffin (1988)","Action|Thriller"
3624,"Arthur (1981)","Comedy|Romance"
3625,"Bachelor Party (1984)","Comedy"
3626,"Parenthood (1989)","Comedy|Drama"
3627,"Predator (1987)","Action|Sci-Fi|Thriller"
3628,"Prince of Tides, The (1991)","Drama|Romance"
3629,"Postman Always Rings Twice, The (1981)","Crime|Thriller"
3631,"Smoking/No Smoking (1993)","Comedy"
3632,"All the Vermeers in New York (1990)","Comedy|Drama|Romance"
3633,"Actor's Revenge, An (Yukinojo henge) (1963)","Drama"
3634,"28 Days (2000)","Drama"
3635,"American Psycho (2000)","Comedy|Crime|Drama|Horror|Mystery|Thriller"
3636,"Keeping the Faith (2000)","Comedy|Drama|Romance"
3637,"Where the Money Is (2000)","Comedy|Drama"
3638,"East is East (1999)","Comedy"
3639,"Filth and the Fury, The (2000)","Documentary"
3641,"Passion of Mind (1999)","Drama|Mystery|Romance"
3642,"Third World Cop (1999)","Action"
3643,"Coming Apart (1969)","Drama"
3644,"Diner (1982)","Comedy|Drama"
3645,"Shakes the Clown (1992)","Comedy"
3646,"Cabaret (1972)","Musical|War"
3647,"What Ever Happened to Baby Jane? (1962)","Drama|Thriller"
3648,"Prick Up Your Ears (1987)","Comedy|Drama"
3649,"Auntie Mame (1958)","Comedy|Drama"
3650,"Guys and Dolls (1955)","Comedy|Musical|Romance"
3652,"Hunger, The (1983)","Horror"
3653,"Marathon Man (1976)","Crime|Drama|Thriller"
3654,"Caddyshack (1980)","Comedy"
3655,"Gossip (2000)","Drama|Thriller"
3656,"Love and Basketball (2000)","Drama|Romance"
3657,"U-571 (2000)","Action|Thriller"
3658,"Virgin Suicides, The (1999)","Drama|Mystery"
3659,"Jennifer 8 (1992)","Mystery|Thriller"
3660,"Law, The (a.k.a. Where the Hot Wind Blows!) (Le Legge) (1958)","Drama"
3661,"Limelight (1952)","Comedy|Drama|Romance"
3663,"In the Realm of Passion (a.k.a. Phantom Love) (Ai No Borei) (1978)","Drama"
3664,"Stacy's Knights (1982)","Drama"
3665,"Committed (2000)","Comedy|Drama"
3666,"Crow: Salvation, The (2000)","Action|Horror"
3667,"Flintstones in Viva Rock Vegas, The (2000)","Children|Comedy"
3668,"Where the Heart Is (2000)","Comedy|Drama"
3669,"Big Kahuna, The (2000)","Comedy|Drama"
3670,"Bossa Nova (2000)","Comedy|Drama|Romance"
3671,"Goat on Fire and Smiling Fish (1999)","Comedy|Romance"
3672,"Idiots, The (Idioterne) (1998)","Comedy|Drama"
3674,"Last September, The (1999)","Drama"
3675,"Time Code (2000)","Comedy|Drama"
3676,"Carnosaur (1993)","Horror|Sci-Fi"
3677,"Carnosaur 2 (1995)","Horror|Sci-Fi"
3678,"Carnosaur 3: Primal Species (1996)","Horror|Sci-Fi"
3679,"Defying Gravity (1997)","Drama"
3680,"Hidden, The (1987)","Action|Horror|Sci-Fi"
3681,"Two Moon Junction (1988)","Drama|Romance"
3682,"Gladiator (2000)","Action|Adventure|Drama"
3683,"I Dreamed of Africa (2000)","Drama"
3685,"Up at the Villa (2000)","Drama"
3686,"Human Traffic (1999)","Comedy"
3687,"Jails, Hospitals & Hip-Hop (2000)","Comedy|Documentary|Drama"
3688,"Black Tights (1-2-3-4 ou Les Collants noirs) (1960)","Drama|Musical"
3690,"Breathless (1983)","Action|Drama|Romance|Thriller"
3691,"Great Locomotive Chase, The (1956)","Adventure|War"
3692,"Idolmaker, The (1980)","Drama"
3693,"Inferno (1980)","Horror"
3694,"King of Marvin Gardens, The (1972)","Crime|Drama"
3695,"Whom the Gods Wish to Destroy (Nibelungen, Teil 1: Siegfried, Die) (1966)","Adventure|Fantasy"
3697,"Lords of Flatbush, The (1974)","Comedy|Drama"
3698,"Mr. Mom (1983)","Comedy|Drama"
3699,"Time Masters (Les Maîtres du Temps) (1982)","Animation|Sci-Fi"
3700,"Battlefield Earth (2000)","Action|Sci-Fi"
3701,"Center Stage (2000)","Drama|Musical"
3702,"Held Up (1999)","Comedy"
3704,"Screwed (2000)","Comedy"
3705,"Whipped (2000)","Comedy"
3706,"Hamlet (2000)","Crime|Drama|Romance|Thriller"
3707,"Anchors Aweigh (1945)","Comedy|Musical"
3710,"Blue Hawaii (1961)","Comedy|Musical"
3711,"Castaway Cowboy, The (1974)","Comedy|Western"
3712,"G. I. Blues (1960)","Comedy|Musical|Romance"
3713,"Gay Deceivers, The (1969)","Comedy"
3714,"Gypsy (1962)","Musical"
3715,"King Creole (1958)","Drama|Musical"
